,Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 3 Percentages,Last 3 Correct,Last 5 Percentages,Last 5 Correct,Temperature,Wind,Humidity,Precipitation,Forecast,Stadium,Roof,Surface,Odds,Units,Payout,Profit,Correct,Actual Value
0,J.Johnson o0.5 rush_td+rec_td,GDAWG5000,New Orleans Saints,j.johnson,Kansas City Chiefs,0.0,0.5,0,0.5,0,0.5,0,65,3,38,2,Clear,GEHA Field at Arrowhead Stadium,outdoors,grass,550,0.5,3.25,2.75,N,0.0
1,X.Worthy o39.5 Rec Yds,kylemurray03,Kansas City Chiefs,x.worthy,New Orleans Saints,1.0,0.5,0,0.3333333333333333,0,0.5,0,65,3,38,2,Clear,GEHA Field at Arrowhead Stadium,outdoors,grass,-119,1.19,2.19,1.0,N,25.0
2,K.Hunt o35.5 Rush Yds,kylemurray03,Kansas City Chiefs,k.hunt,New Orleans Saints,1.0,1.0,1,1.0,1,1.0,1,65,3,38,2,Clear,GEHA Field at Arrowhead Stadium,outdoors,grass,-110,1.1,2.1,1.0,Y,102.0
3,K.Hunt o35.5 rush yards,Jared Hochman,Kansas City Chiefs,k.hunt,New Orleans Saints,1.0,1.0,1,1.0,1,1.0,1,65,3,38,2,Clear,GEHA Field at Arrowhead Stadium,outdoors,grass,100,0.75,1.5,0.75,Y,102.0
4,D.Carr o2.5 rushing yards,Rotowire Prizepicks,New Orleans Saints,d.carr,Kansas City Chiefs,0.0,0.75,1,0.6666666666666666,1,0.75,1,66,2,40,1,Clear,GEHA Field at Arrowhead Stadium,outdoors,grass,100,1.5,3.0,1.5,N,0.0
5,K.Hunt o56.5 rushing + receiving yards,Rotowire Prizepicks,Kansas City Chiefs,k.hunt,New Orleans Saints,1.0,1.0,1,1.0,1,1.0,1,66,2,40,1,Clear,GEHA Field at Arrowhead Stadium,outdoors,grass,100,1.5,3.0,1.5,Y,117.0
6,J.Smith-Schuster o0.5 rush_td+rec_td,GDAWG5000,Kansas City Chiefs,j.smith-schuster,New Orleans Saints,1.0,1.0,1,1.0,1,1.0,1,66,2,40,1,Clear,GEHA Field at Arrowhead Stadium,outdoors,grass,500,0.5,3.0,2.5,N,0.0
7,N.Gray o16.5 receiving yards,Rotowire Sleeper,Kansas City Chiefs,n.gray,New Orleans Saints,1.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,66,2,40,1,Clear,GEHA Field at Arrowhead Stadium,outdoors,grass,100,1.5,3.0,1.5,Y,29.0
8,C.Olave o58.5 receiving yards,Rotowire Prizepicks,New Orleans Saints,c.olave,Kansas City Chiefs,0.0,0.75,1,1.0,1,0.75,1,66,2,40,1,Clear,GEHA Field at Arrowhead Stadium,outdoors,grass,100,1.5,3.0,1.5,N,10.0
9,P.Mahomes o232.5 passing yards,Rotowire Sleeper,Kansas City Chiefs,p.mahomes,New Orleans Saints,1.0,0.5,0,0.3333333333333333,0,0.5,0,66,2,40,1,Clear,GEHA Field at Arrowhead Stadium,outdoors,grass,100,1.5,3.0,1.5,Y,331.0
10,S.Perine o12.5 receiving yards,Rotowire Prizepicks,Kansas City Chiefs,s.perine,New Orleans Saints,1.0,0.5,0,0.5,0,0.5,0,66,2,40,1,Clear,GEHA Field at Arrowhead Stadium,outdoors,grass,100,1.5,3.0,1.5,Y,24.0
11,J.Smith-schuster o13.5 receiving yards,Rotowire Sleeper,Kansas City Chiefs,j.smith-schuster,New Orleans Saints,1.0,1.0,1,1.0,1,1.0,1,66,2,40,1,Clear,GEHA Field at Arrowhead Stadium,outdoors,grass,100,1.5,3.0,1.5,Y,130.0
12,J.Johnson o17.5 Rec Yds,Theotherbabs,New Orleans Saints,j.johnson,Kansas City Chiefs,0.0,0.5,0,0.5,0,0.5,0,67,2,39,1,Partly Cloudy,GEHA Field at Arrowhead Stadium,outdoors,grass,-110,1.5,2.863636363636364,1.3636363636363638,Y,31.0
13,P.Mahomes o18.5 Rush Yds,RoyalsProps,Kansas City Chiefs,p.mahomes,New Orleans Saints,1.0,0.25,0,0.3333333333333333,0,0.25,0,67,2,39,1,Partly Cloudy,GEHA Field at Arrowhead Stadium,outdoors,grass,-110,1.1,2.1,1.0,Y,22.0
14,R.Shaheed u48.5 Rec Yds,LinesAtLunch,New Orleans Saints,r.shaheed,Kansas City Chiefs,0.0,0.25,0,0.3333333333333333,0,0.25,0,67,2,39,1,Partly Cloudy,GEHA Field at Arrowhead Stadium,outdoors,grass,-112,1.12,2.12,1.0,N,86.0
15,A.Kamara o13.5 Longest Reception,RoyalsProps,New Orleans Saints,a.kamara,Kansas City Chiefs,0.0,0.75,1,0.6666666666666666,1,0.75,1,67,2,39,1,Partly Cloudy,GEHA Field at Arrowhead Stadium,outdoors,grass,-113,1.13,2.13,1.0,Y,14.0
