,Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 3 Percentages,Last 3 Correct,Last 5 Percentages,Last 5 Correct,Temperature,Wind,Humidity,Precipitation,Forecast,Stadium,Roof,Surface,Odds,Units,Payout,Profit,Correct,Actual Value
0,J.Williams o0.5 rush_td+rec_td,shadybiev_duplicate,Detroit Lions,j.williams,San Francisco 49ers,0.0,0.4615384615384615,0,0.6666666666666666,1,0.4,0,52,8,74,0,Clear,Levi's,outdoors,grass,225.0,1.0,3.25,2.25,Y,2.0
1,J.Williams o0.5 rush_td+rec_td,GDAWG5000_duplicate,Detroit Lions,j.williams,San Francisco 49ers,0.0,0.4615384615384615,0,0.6666666666666666,1,0.4,0,52,8,74,0,Clear,Levi's,outdoors,grass,200.0,1.0,3.0,2.0,Y,2.0
2,J.Williams o0.5 rush_td+rec_td,gneiffer07_duplicate,Detroit Lions,j.williams,San Francisco 49ers,0.0,0.4615384615384615,0,0.6666666666666666,1,0.4,0,52,8,74,0,Clear,Levi's,outdoors,grass,200.0,0.65,1.95,1.3000000000000005,Y,2.0
3,J.Jennings o5.5 Recs,TopShelfAction,San Francisco 49ers,j.jennings,Detroit Lions,1.0,0.3076923076923077,0,0.3333333333333333,0,0.2,0,52,8,74,0,Clear,Levi's,outdoors,grass,126.0,0.3,0.6779999999999999,0.3779999999999999,Y,7.0
4,J.Goff u249.5 passing yards,Trevor Knapp,Detroit Lions,j.goff,San Francisco 49ers,0.0,0.4,0,0.0,0,0.2,0,52,8,74,0,Clear,Levi's,outdoors,grass,100.0,0.75,1.5,0.75,N,303.0
5,J.Williams o35.5 rushing + receiving yards,Rotowire Sleeper_duplicate,Detroit Lions,j.williams,San Francisco 49ers,0.0,0.8461538461538461,1,1.0,1,1.0,1,52,8,74,0,Clear,Levi's,outdoors,grass,100.0,1.5,3.0,1.5,Y,75.0
6,D.Samuel o48.5 Rec Yds,sandyplashkes,San Francisco 49ers,d.samuel,Detroit Lions,1.0,0.5384615384615384,1,0.3333333333333333,0,0.2,0,51,13,72,0,Foggy,Levi's,outdoors,grass,-116.0,1.16,2.16,0.9999999999999998,N,5.0
7,I.Guerendo o61.5 rushing yards,Rotowire Sleeper,San Francisco 49ers,i.guerendo,Detroit Lions,1.0,0.2727272727272727,0,0.3333333333333333,0,0.4,0,52,8,70,0,Foggy,Levi's,outdoors,grass,100.0,1.5,3.0,1.5,N,34.0
8,J.Gibbs o94.5 rushing yards,Rob Paul,Detroit Lions,j.gibbs,San Francisco 49ers,0.0,0.2,0,0.3333333333333333,0,0.2,0,52,8,70,0,Foggy,Levi's,outdoors,grass,100.0,0.75,1.5,0.75,Y,117.0
9,B.Purdy u1.5 passing touchdowns,Rob Paul,San Francisco 49ers,b.purdy,Detroit Lions,1.0,0.6428571428571429,1,0.3333333333333333,0,0.6,1,52,8,70,0,Foggy,Levi's,outdoors,grass,100.0,0.75,1.5,0.75,N,3.0
10,J.Gibbs u3.5 Recs,TopShelfAction,Detroit Lions,j.gibbs,San Francisco 49ers,0.0,0.6,1,0.0,0,0.4,0,52,8,70,0,Foggy,Levi's,outdoors,grass,125.0,0.6,1.35,0.7499999999999999,N,4.0
11,R.Pearsall o0.5 rush_td+rec_td,GDAWG5000,San Francisco 49ers,r.pearsall,Detroit Lions,1.0,0.125,0,0.0,0,0.0,0,52,8,70,0,Foggy,Levi's,outdoors,grass,550.0,0.5,3.25,2.75,Y,1.0
12,J.Bates o1.5 field goals made,Rotowire Sleeper,Detroit Lions,j.bates,San Francisco 49ers,0.0,0.4666666666666667,0,0.6666666666666666,1,0.6,1,52,8,70,0,Foggy,Levi's,outdoors,grass,100.0,1.5,3.0,1.5,Y,2.0
13,J.Jennings o62.5 receiving yards,Rotowire Prizepicks,San Francisco 49ers,j.jennings,Detroit Lions,1.0,0.4615384615384615,0,0.3333333333333333,0,0.2,0,52,8,70,0,Foggy,Levi's,outdoors,grass,100.0,1.5,3.0,1.5,Y,67.0
14,J.Gibbs o18.5 Rush Att,Proptology,Detroit Lions,j.gibbs,San Francisco 49ers,0.0,0.2,0,0.3333333333333333,0,0.4,0,52,8,70,0,Foggy,Levi's,outdoors,grass,-114.0,1.0,1.8771929824561404,0.8771929824561404,N,18.0
15,R.Pearsall o20.5 Rush + Rec Yds,Markus_Markets,San Francisco 49ers,r.pearsall,Detroit Lions,1.0,0.375,0,0.3333333333333333,0,0.2,0,52,13,71,0,Foggy,Levi's,outdoors,grass,-115.0,1.0,1.869565217391304,0.8695652173913042,Y,147.0
16,R.Pearsall o19.5 Rec Yds,goodelleaks,San Francisco 49ers,r.pearsall,Detroit Lions,1.0,0.5,0,0.3333333333333333,0,0.2,0,52,13,71,0,Foggy,Levi's,outdoors,grass,-113.0,1.13,2.13,1.0,Y,141.0
17,J.Gibbs o92.5 rushing yards,Rotowire Sleeper,Detroit Lions,j.gibbs,San Francisco 49ers,0.0,0.2,0,0.3333333333333333,0,0.2,0,52,6,71,0,Foggy,Levi's,outdoors,grass,100.0,1.5,3.0,1.5,Y,117.0
