,Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 3 Percentages,Last 3 Correct,Last 5 Percentages,Last 5 Correct,Temperature,Wind,Humidity,Precipitation,Forecast,Stadium,Roof,Surface,Odds,Units,Payout,Profit,Correct,Actual Value
0,N.Harris o0.5 rush_td+rec_td,shadybiev,Pittsburgh Steelers,n.harris,Kansas City Chiefs,1.0,0.3333333333333333,0,0.3333333333333333,0,0.4,0,40,2,80,7,Mostly Cloudy,Acrisure,outdoors,grass,155,1.5,3.825,2.325,N,0.0
1,X.Worthy o0.5 rush_td+rec_td,shadybiev,Kansas City Chiefs,x.worthy,Pittsburgh Steelers,0.0,0.4666666666666667,0,0.6666666666666666,1,0.4,0,40,2,80,7,Mostly Cloudy,Acrisure,outdoors,grass,250,1.0,3.5,2.5,Y,1.0
2,D.Hopkins o0.5 rush_td+rec_td,TheTDShow,Kansas City Chiefs,d.hopkins,Pittsburgh Steelers,0.0,0.3333333333333333,0,0.3333333333333333,0,0.4,0,40,2,80,7,Mostly Cloudy,Acrisure,outdoors,grass,280,1.0,3.8,2.8,N,0.0
3,P.Freiermuth o0.5 rush_td+rec_td,TheTDShow,Pittsburgh Steelers,p.freiermuth,Kansas City Chiefs,1.0,0.4,0,0.6666666666666666,1,0.6,1,40,2,80,7,Mostly Cloudy,Acrisure,outdoors,grass,290,1.0,3.9,2.9,N,0.0
4,N.Gray o0.5 rush_td+rec_td,convince_me,Kansas City Chiefs,n.gray,Pittsburgh Steelers,0.0,0.2142857142857142,0,0.3333333333333333,0,0.4,0,40,2,80,7,Mostly Cloudy,Acrisure,outdoors,grass,360,0.5,2.3,1.7999999999999998,N,0.0
5,D.Hopkins o0.5 rush_td+rec_td,TheBMatt,Kansas City Chiefs,d.hopkins,Pittsburgh Steelers,0.0,0.3333333333333333,0,0.3333333333333333,0,0.4,0,40,2,80,7,Mostly Cloudy,Acrisure,outdoors,grass,280,0.5,1.9,1.4,N,0.0
6,P.Freiermuth o0.5 rush_td+rec_td,TheBMatt,Pittsburgh Steelers,p.freiermuth,Kansas City Chiefs,1.0,0.4,0,0.6666666666666666,1,0.6,1,40,2,80,7,Mostly Cloudy,Acrisure,outdoors,grass,340,0.5,2.2,1.7000000000000002,N,0.0
7,D.Hopkins o0.5 rush_td+rec_td,GDAWG5000,Kansas City Chiefs,d.hopkins,Pittsburgh Steelers,0.0,0.3333333333333333,0,0.3333333333333333,0,0.4,0,40,2,80,7,Mostly Cloudy,Acrisure,outdoors,grass,280,1.0,3.8,2.8,N,0.0
8,P.Freiermuth o0.5 rush_td+rec_td,GDAWG5000,Pittsburgh Steelers,p.freiermuth,Kansas City Chiefs,1.0,0.4,0,0.6666666666666666,1,0.6,1,40,2,80,7,Mostly Cloudy,Acrisure,outdoors,grass,330,1.0,4.3,3.3,N,0.0
9,G.Pickens u64.5 Rec Yds,TopShelfAction,Pittsburgh Steelers,g.pickens,Kansas City Chiefs,1.0,0.4166666666666667,0,0.3333333333333333,0,0.2,0,40,2,80,7,Mostly Cloudy,Acrisure,outdoors,grass,-110,0.5,0.9545454545454546,0.4545454545454546,Y,50.0
10,P.Mahomes o36.5 pass attempts,Rob Paul,Kansas City Chiefs,p.mahomes,Pittsburgh Steelers,0.0,0.6666666666666666,1,1.0,1,1.0,1,40,2,80,7,Mostly Cloudy,Acrisure,outdoors,grass,100,0.75,1.5,0.75,Y,38.0
11,I.Pacheco u42.5 rushing yards,Rob Paul,Kansas City Chiefs,i.pacheco,Pittsburgh Steelers,0.0,0.3333333333333333,0,0.6666666666666666,1,0.4,0,40,2,80,7,Mostly Cloudy,Acrisure,outdoors,grass,100,0.75,1.5,0.75,Y,18.0
12,N.Harris o41.5 rushing yards,Rob Paul,Pittsburgh Steelers,n.harris,Kansas City Chiefs,1.0,0.8,1,0.6666666666666666,1,0.6,1,40,2,80,7,Mostly Cloudy,Acrisure,outdoors,grass,100,0.75,1.5,0.75,Y,74.0
13,L.Jackson o0.5 rush_td+rec_td,shadybiev,Baltimore Ravens,l.jackson,Houston Texans,0.0,0.0,0,0.0,0,0.0,0,70,5,79,8,Mostly Cloudy,NRG,indoors,turf,212,1.25,3.9,2.6500000000000004,Y,1.0
14,J.Mixon o0.5 rush_td+rec_td,shadybiev,Houston Texans,j.mixon,Baltimore Ravens,1.0,0.6666666666666666,1,0.3333333333333333,0,0.4,0,70,5,79,8,Mostly Cloudy,NRG,indoors,turf,-120,1.8,3.3000000000000003,1.5000000000000002,N,0.0
