,Name,Team,XPM,XPA,FGM,FGA,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
0,C.York,Cincinnati Bengals,3,3,2,2,129,Dallas Cowboys,0,AT&amp;T,indoors,turf,61,53,7,0,Clear
1,B.Aubrey,Dallas Cowboys,2,2,2,2,129,Cincinnati Bengals,1,AT&amp;T,indoors,turf,61,53,7,0,Clear
